id,n_of_stars,date,text
1jx,5.0,"jun 4th, 2020","At room temp it's pull n snap but the freezer fixed that. Price to gas ratio is great @ $20/g, very smooth terpy rips that gives a nice full spectrum high and not just a straight up THC high. Shipping speed was good on the vendors side but USPS has been struggling lately."
1jx,5.0,"jun 3rd, 2020","Very happy with my first purchase. arrived in 9 days. Packaging was VERY discrete and secure (maybe even a little over zealous, but better to be safe than sorry). product has great smell and taste. consistency is perfect, holds up well in the warm weather we've been having. burns great in my rig and my pen. High is lovely. About to buy again."
1jx,5.0,"jun 1st, 2020","Fire shatter, great vendor all around a++ stealth and speed as always"
1jx,5.0,"jun 1st, 2020",Amazingly stable shatter.
1jx,5.0,"jun 1st, 2020",different than last batch. not clear like other but still gas. stealth is some of best ive ever seen.
1jx,5.0,"may 30th, 2020","Perfect! Delicious oil. Could smell it as soon as i opened the last bag. Looks exactly like the picture.Not rock hard a bit of a softness to it, but still easy to pick up with your hands not sticky. OV has been solid for years -- real pro!"
1jx,5.0,"may 30th, 2020",All great as usual.  Above average speed despite circumstances.
1jx,5.0,"may 30th, 2020","Ordered over MDW just got it today, looks great can wait to try it out and order some more stuff thanks again!"
1jx,5.0,"may 29th, 2020",Good Quality Shatter especially for the price.
1jx,5.0,"may 29th, 2020",excellent stealth looks good
1jx,5.0,"may 28th, 2020",Great taste and high! Thank you OV
1jx,5.0,"may 28th, 2020","OV labs makes very potent
very clean and tasty dab stuff.."
1jx,5.0,"may 27th, 2020",A+ Price! A+ Quality! A+ Stealth! A+ Shipping! 4.0 GPA! Thank you!
1jx,5.0,"may 27th, 2020","I'm going to be ordering more of this shatter very soon, hopefully I'll get some from the same batch. This orange stuff looks really stable and burns very clean. Whatever you're doing to make this extraction, please keep doing it!"
1jx,5.0,"may 27th, 2020",Very stable and tastes like good shatter should.
1jx,5.0,"may 25th, 2020",Top notch stealth. Great price. Thanks!
1jx,3.0,"may 24th, 2020",Shipping speed was amazing. Quality was not up to my standards being in a rec state and all. Due to COVID I am fearing going out in public to get my meds so I have resorted to cannahome. I received 5 grams of a product that either was already crumbled or has started buttering up in the move. Dropping on my nail for coldstarts with the banger I get a tiny sizzle after the heatup. If it wasn''t for the amazing fast shipping speed I dont think I'd be as satisfied.
1jx,5.0,"may 23rd, 2020",Thanks OV.
1jx,5.0,"may 23rd, 2020",Fire but the wax was all sugared/melted through some of the envelopes. Still fire tho
1jx,5.0,"may 22nd, 2020",I'm sure it's all good like always
1jx,5.0,"may 21st, 2020","Very pleased! 4 days T2D.  Very good smell and taste, super stable. It came on a really hot day and it wasn't melted at all. Packaging was stealth and price was on point.  Will for sure be a repeat customer."
1jx,5.0,"may 21st, 2020","Came quick , fire shit too just wasnt shatter more of a waxy wet crumble I guess."
1jx,5.0,"may 19th, 2020",OV This shit is amazing. And I dont know how you got it to my freaking house so fast. Amazing. Any other fire shit you hiding? Thanks!
1jx,5.0,"may 19th, 2020",great as always
1jx,5.0,"may 19th, 2020",FE erly without a worry in the world. THanks!
1jx,5.0,"may 19th, 2020","ive never smelt a more alluring product.
im just hoping i get to sample some soon! 5/5"
1jx,5.0,"may 18th, 2020","Good price, good quality, good packaging, immaculate shipping speed. could tell it was straight gas soon as it was unsealed. packaging is very convenient."
1jx,5.0,"may 16th, 2020",5/5 and gave me an extra gram fire product
1jx,5.0,"may 15th, 2020","Absolute gas. Couldn't ask for better. Price A, Smell A, Strength A, Shipping 3 days T2D, and the product is overweight! What more could you ask for? I appreciate it!"
1jx,5.0,"may 14th, 2020",good lookin son
1jx,5.0,"may 14th, 2020",my go to choice when it comes to concentrates right now. OV delivers time and time again look no further!!!
1jx,5.0,"may 13th, 2020","Super fast shipping, high quality, good tasting, good price!"
1jx,5.0,"may 12th, 2020","Quick shipping as always. First time reviewing without smoking, but its shatter and OV so I'm pretty sure its fire."
1jx,5.0,"may 12th, 2020","Great quality for the price, awesome stealth as well. 5 star vendor"
1jx,5.0,"may 12th, 2020",Tastes and smokes fantastic and the high is exactly what I'm looking for when trying to wind down at the end of the day.
1jx,5.0,"may 12th, 2020","getting really nice stoney vibes, cant beat it for the price"
1jx,5.0,"may 11th, 2020","Really good quality, especially for the price. FE with confidence, 3 days"
1jx,5.0,"may 11th, 2020","very good wax for the price. great potency, color, and taste. little light on the terps but they're there and pleasant. stable but not suspiciously so. seems more like nug/trim than CRC, if it is CRC it's very well done. there was a slight error in shipment, but OV made it right no questions asked."
1jx,5.0,"may 11th, 2020",Amazon shipping speed and amazing product
1jx,5.0,"may 11th, 2020",Quality product yet again. Thanks a million!
1jx,5.0,"may 11th, 2020","Absolutely beautiful shatter. So stable you can hold it up to the light and see right through it. Great packaging, and only 4 days tor2door over a weekend."
1jx,5.0,"may 11th, 2020",fire and fast
1jx,5.0,"may 11th, 2020",Great product. Placed an order with another vendor on the same day and this came 2 days sooner.
1jx,5.0,"may 9th, 2020","Amazing stealth again, great product exactly as pictured"
1jx,5.0,"may 8th, 2020","good stuff, +1"
1jx,5.0,"may 8th, 2020","Quick delivery and awesome product, will be ordering again!"
1jx,5.0,"may 7th, 2020","It shipped so fast, the packaging was great, the product is amazing as always, 10/10 all around good time."
1jx,5.0,"may 6th, 2020","High quality stuff as always, 10/10, shipping was a day late but thats just due to usps, on the truth though even though its a day late this guy has the quickest shipping by far, but order in buik so you can space out orders."
1jx,1.0,"may 6th, 2020","Be wary - selective scammer. Shitty shatter that had terrible synthwtic / flavor like taste. Also, the shitty greenhouse in the same shipment had hair in it man like wtf and shitty shitty weed. Dude no. This is not it. The crumble was fire though."
1jx,1.0,"may 6th, 2020",The shatter looks good but when put on a dabber and held above a lighter after it melts it catches on fire like a candle and sparks alittle. dont know what left over solvent is in it but i wouldnt smoke it
1jx,5.0,"may 5th, 2020","You guys take better care of me than my momma...once again , Smost excellent"
1jx,5.0,"may 4th, 2020",10/10 all around. shatter is fantastic quality. Also came with a free bonus.
1jx,5.0,"may 4th, 2020","Awesome product, fast shipping, great stealth."
1jx,5.0,"may 4th, 2020",Easily quickest ship I've had. 2-day order to dab. Amazing.
1jx,5.0,"may 4th, 2020",Great shatter at a great price
1jx,5.0,"may 1st, 2020",Some how Some way T2D in 3 days to east. And Included a free sample of his bud. AMAZING
1jx,5.0,"may 1st, 2020",Perfect. OVs concentrates are always great (especially for the price) but man this shatter in particular is just AMAZING
1jx,5.0,"may 1st, 2020",Great AA+++
1jx,5.0,"apr 30th, 2020","OV Labs Shatter is the best! Some of it has turned to sugar due to the high temperatures it is exposed to during shipping, but it still works great."
1jx,5.0,"apr 29th, 2020",Really good wax for a fairly good price. Super terpy and beautiful color. Will be back
1jx,5.0,"apr 28th, 2020",this shit is some water ! flame. threw in sum fire bud for me too. 4DT2D. stealth on point. keep this! grabbn more now
1jx,5.0,"apr 28th, 2020","OV is definitely an underrated vendor for concentrates - he can hang with if not beat out the best of the best on here. strong and terpy and fuck, highly recommend. great for personal use or resale. 3DD in a pandemic"
1jx,5.0,"apr 27th, 2020","Shatter is absolutely phenomenal, entirely clear..only 1 showed minor sugaring due to the mailbox heat. Incredibly stable and the first dabs my wife has ever been able to smoke without coughing at all, she is absolutely in love with them. I've tried to get her ""smooth"" dabs for years from dispensaries, this wins. Great taste, amazing stealth and super quick, Even got a lovely gift of delicious honeycomb wax thrown in for free. OV always takes care of us and we appreciate it <3 much love homey."
1jx,5.0,"apr 25th, 2020",Gass
1jx,5.0,"apr 25th, 2020",not too experienced with concentrates but this shattter tastes great and gets me super blazed. will definitely be back
1jx,5.0,"apr 25th, 2020",This stuff was straight up white.  It's a very good concentrate
1jx,5.0,"apr 24th, 2020","Ordered on Sunday morning, arrived Monday morning. No idea how it was even possible, but I cannot complain. Always the best from OV!"
1jx,5.0,"apr 24th, 2020",Product came expertly stealthed. Seller had great communication about my order. And the product is fire.
1jx,5.0,"apr 22nd, 2020",Fire for the price. 4DD
1jx,5.0,"apr 22nd, 2020",I love you <3
1jx,5.0,"apr 21st, 2020",Im lovin it!
1jx,5.0,"apr 21st, 2020","Super fire shatter, great taste, and quick ship! Will b back 4 sure!"
1jx,5.0,"apr 21st, 2020","literally the quickest I've ever received a product, not to mention the shatter is top quality!!!  I cant wait for you guys to get back from vacation!"
1jx,5.0,"apr 20th, 2020",Very clear and slightly sticky at room temp
1jx,5.0,"apr 20th, 2020",Great Vendor!!! came perfectly on 420 with a free gram of some fire flower.
1jx,5.0,"apr 20th, 2020",Fire & fast shipping as always with OV
1jx,5.0,"apr 19th, 2020",most excellent as usual
1jx,5.0,"apr 18th, 2020",10/10 as always
1jx,5.0,"apr 18th, 2020",Wow. Just... wow.
1jx,5.0,"apr 17th, 2020",This shatter is damn near clear and tastes fantastic. Great speed and stealth as always
1jx,5.0,"apr 17th, 2020","Amazing product, amazing stealth, amazing shipping. 10/10 A+ would buy again"
1jx,5.0,"apr 16th, 2020",Great stuff as always thank you OV!!
1jx,5.0,"apr 16th, 2020",Top notch shatter
1jx,5.0,"apr 16th, 2020",Came quicker than expected. Was clear and fire! ordering way more. stealth was incredible.
1jx,5.0,"apr 16th, 2020",Thanks!
1jx,5.0,"apr 16th, 2020","OV is 5/5 all around, comms, shipping, stealth, customer service. Don't hesitate to order 3 days t2d"
1jx,5.0,"apr 16th, 2020","Very terpy and greasy, not able to handle by hand at all but has a great flavor for a great price!"
1jx,5.0,"apr 14th, 2020",Amazing product. Came with a freemium keef joint!!
1jx,5.0,"apr 14th, 2020","the very best stealth i have ever seen. Product is straight fire. if you are considering buying, just hurry up and do it. best vendor yet!"
1jx,5.0,"apr 13th, 2020",Fire shatter for the price. A+
1jx,5.0,"apr 11th, 2020",Dank. high quality. Fast shipping n good stealth A+
1jx,5.0,"apr 9th, 2020","Always my go to! An threw in an extra, thanks! You guys rock :D Some FIRE"
1jx,5.0,"apr 9th, 2020","This is my second batch of shatter I've gotten and it is definitely a different batch, but still very fire! I love it. I got fast shipping and a little bonus, even during the coronies"
1jx,5.0,"apr 9th, 2020",2 day shipping
1jx,5.0,"apr 9th, 2020","Came from empire, this guy has been my goto for months on end now, Hes so trusted I direct payed and I almost never do that, in other words, best vendor i've ever come across, extremely top quality product, lighting fast shipping always, 10/10. ((Update, Came as ordered, 2 days TTD, Top quality as always))"
1jx,5.0,"apr 7th, 2020","Great quality, great shipping speed, and great service when I had an issue with one order that was resolved same day.  Can't recommend Outerviscera enough!!"
1jx,5.0,"apr 7th, 2020","Great price for an excellent product, definitely recommend!  And customer service is 10 out of 5 stars."
1jx,5.0,"apr 7th, 2020","Was hoping for more strains, okay for the price. decent product."
1jx,5.0,"apr 7th, 2020",different but really good...
1jx,5.0,"apr 4th, 2020",Awesome product and super fast shipping - thanks a ton
1jx,5.0,"apr 3rd, 2020","Love the stealth, products great. And again holy fuck balls never gotten something this fast."
1jx,5.0,"apr 3rd, 2020","always strong stuff, tis why this shatter is one of my all time favorite go to's"
1jx,5.0,"apr 1st, 2020","Fast shipping, high quality product, nice stealth.  Overall very recommended!"
1jx,5.0,"mar 17th, 2020",4 Days T2D - really Awesome of OV to hold up his end of the deal considering I placed this order right before the BTC crash.
1jx,5.0,"mar 10th, 2020",GREAT STEALTH. HAPPY WITH QUALITY
1jx,5.0,"mar 10th, 2020",Fucking fire. Great stuff man
1jx,5.0,"mar 9th, 2020",Fire as always with OV
1jx,5.0,"mar 9th, 2020",A++
1jx,5.0,"mar 8th, 2020",Great shipping and Great product.
1jx,5.0,"mar 7th, 2020",great product came fast 4 days tor door
6ly,5.0,"sep 1st, 2020","So happy to have followed ya here from empire, an amazing vendor through and through"
6ly,5.0,"jun 26th, 2020","ship time, quality, packaging, and stealth 10/10. this stuff looks a little more stable than the last stuff and maybe a little better"
6ly,5.0,"jun 23rd, 2020",Amazing quality shatter. Great taste!
6ly,5.0,"jun 20th, 2020","Product was shipped in a timely manner, and it safely arrived.  The concentrate itself is a good concentrate."
